Interval,% Processor Time,Disk Reads/sec,Disk Writes/sec,Log Bytes Flushed/sec
10/28/2017 2:45:12 PM,0,0,0,0
10/28/2017 2:45:13 PM,0,0,2.953868,0
10/28/2017 2:45:14 PM,32.30743,2.953837,11.81604,0
10/28/2017 2:45:15 PM,0.7692503,0,5.907804,0
10/28/2017 2:45:16 PM,7.153443,0,0,0
10/28/2017 2:45:17 PM,2.289221,0,16.7644,0
10/28/2017 2:45:18 PM,8.505006,0,1.956244,0
10/28/2017 2:45:19 PM,6.953246,0,3.96112,0
10/28/2017 2:45:20 PM,4.61483,0,1.969401,0
10/28/2017 2:45:21 PM,0.7020234,0,1.969447,0
10/28/2017 2:45:22 PM,0.2624283,0,1.963817,0
10/28/2017 2:45:23 PM,0,0,1.977037,0
10/28/2017 2:45:24 PM,10.76768,1.968198,5.904076,0
10/28/2017 2:45:25 PM,8.124722,0.9836529,2.95103,0
10/28/2017 2:45:26 PM,0.4169423,0,1.970031,0
10/28/2017 2:45:27 PM,1.53979,0,1.970445,0
10/28/2017 2:45:28 PM,6.152682,0,0,0
10/28/2017 2:45:29 PM,0.003633099,0,3.938676,0
10/28/2017 2:45:30 PM,0,0,1.976802,0
10/28/2017 2:45:31 PM,0.3214642,0,1.962826,0
10/28/2017 2:45:32 PM,16.21085,0,1.96543,0
10/28/2017 2:45:33 PM,4.782149,0,16.86551,0
10/28/2017 2:45:34 PM,10.7666,1.942492,5.823844,0
10/28/2017 2:45:35 PM,48.52598,0.96904,2.906411,0
10/28/2017 2:45:36 PM,18.24871,0,0,0
10/28/2017 2:45:37 PM,3.400596,0,1.975512,0
10/28/2017 2:45:38 PM,25.69924,0,3.9685,0
10/28/2017 2:45:39 PM,12.30796,25.60435,1.969744,0
10/28/2017 2:45:40 PM,12.68487,4.945316,12.8579,0
10/28/2017 2:45:41 PM,0.5885993,0,1.972695,0
10/28/2017 2:45:42 PM,16.91871,0,1.968552,0
10/28/2017 2:45:43 PM,9.679172,0,3.953751,0
10/28/2017 2:45:44 PM,4.149915,0,0,0
10/28/2017 2:45:45 PM,30.22079,2.943612,6.869499,0
10/28/2017 2:45:46 PM,10.11328,0.9922873,4.961337,0
10/28/2017 2:45:47 PM,7.115654,0,0,0
10/28/2017 2:45:48 PM,15.18066,0,6.900081,0
10/28/2017 2:45:49 PM,3.192458,0,28.55408,0
10/28/2017 2:45:50 PM,0,0,1.984199,0
10/28/2017 2:45:51 PM,2.826595,0,3.920642,0
10/28/2017 2:45:52 PM,1.619316,0,1.983171,0
10/28/2017 2:45:53 PM,21.01995,5.893859,53.04857,0
10/28/2017 2:45:54 PM,16.24658,0,3.969646,0
10/28/2017 2:45:55 PM,38.60829,2.947393,5.895159,0
10/28/2017 2:45:56 PM,46.15554,0,74.73029,0
10/28/2017 2:45:58 PM,69.22917,0,11.82752,0
10/28/2017 2:45:59 PM,50.77059,0,1.968775,0
10/28/2017 2:46:00 PM,63.19352,0,7.948961,0
10/28/2017 2:46:01 PM,63.07777,0,1.984846,0
10/28/2017 2:46:02 PM,73.19588,0,2.683574,0
10/28/2017 2:46:03 PM,79.84478,2.876877,4.955717,0
10/28/2017 2:46:04 PM,63.07642,0.9774243,5.871682,0
10/28/2017 2:46:05 PM,86.6197,1.785896,3.571587,0
10/28/2017 2:46:06 PM,89.2405,2.466059,48.49899,0
10/28/2017 2:46:07 PM,97.79412,0,1.560416,0
10/28/2017 2:46:08 PM,77.21817,0,5.91388,0
10/28/2017 2:46:09 PM,6.140982,0,5.908327,0
10/28/2017 2:46:10 PM,58.46292,0,1.957878,0
10/28/2017 2:46:12 PM,72.38943,0.9580788,3.834236,0
10/28/2017 2:46:13 PM,73.8446,0,4.927433,0
10/28/2017 2:46:14 PM,55.38517,15.77345,2.957757,0
10/28/2017 2:46:15 PM,59.23027,6.892085,3.938581,0
10/28/2017 2:46:16 PM,65.38462,36.42669,4.922469,0
10/28/2017 2:46:17 PM,78.4605,10.83282,13.78747,0
10/28/2017 2:46:18 PM,60.00012,123.0626,10.82933,0
10/28/2017 2:46:19 PM,79.54543,0.9667214,1.932761,0
10/28/2017 2:46:20 PM,97.69238,0.9834406,3.934946,0
10/28/2017 2:46:21 PM,86.61946,18.10765,3.62104,0
10/28/2017 2:46:22 PM,98.61111,32.78561,7.976136,0
10/28/2017 2:46:24 PM,100,4.446191,39.45942,0
10/28/2017 2:46:25 PM,94.85294,63.39602,10.24629,0
10/28/2017 2:46:26 PM,100,34.65026,11.49796,0
10/28/2017 2:46:27 PM,100,18.54586,23.42205,0
10/28/2017 2:46:28 PM,99.24208,46.69865,23.35489,0
10/28/2017 2:46:29 PM,100,42.78383,18.82568,0
10/28/2017 2:46:31 PM,100,41.41609,1.911481,0
10/28/2017 2:46:32 PM,100,7.066564,2.842662,0
10/28/2017 2:46:33 PM,100,9.585907,1.91682,0
10/28/2017 2:46:34 PM,100,9.890884,2.967488,0
10/28/2017 2:46:35 PM,100,9.930599,2.979584,0
10/28/2017 2:46:36 PM,100,15.89926,1.986642,0
10/28/2017 2:46:37 PM,100,20.89087,5.970732,0
10/28/2017 2:46:38 PM,100,14.86666,7.929121,0
10/28/2017 2:46:39 PM,100,29.46781,6.875624,0
10/28/2017 2:46:40 PM,100,9.941319,88.48405,0
10/28/2017 2:46:41 PM,100,10.88099,1.954335,0
10/28/2017 2:46:42 PM,100,14.44902,2.924759,0
10/28/2017 2:46:43 PM,100,20.57713,0,0
10/28/2017 2:46:44 PM,100,72.36613,9.913604,0
10/28/2017 2:46:45 PM,100,9.924107,4.961758,0
10/28/2017 2:46:46 PM,100,9.932255,2.979868,0
10/28/2017 2:46:47 PM,100,9.822083,2.946331,0
10/28/2017 2:46:48 PM,14.92045,2.955876,7.883367,0
10/28/2017 2:46:49 PM,0.9844157,0,6.881289,0
10/28/2017 2:46:50 PM,4.419617,0,2.958261,0
10/28/2017 2:46:51 PM,1.523074,0,0.985221,0
10/28/2017 2:46:52 PM,3.076207,0,4.918358,0
10/28/2017 2:46:53 PM,1.538374,0,1.971473,0
10/28/2017 2:46:54 PM,2.523463,0,2.969054,0
10/28/2017 2:46:55 PM,3.270653,0,0,0
10/28/2017 2:46:56 PM,13.16049,0,49.85966,0
10/28/2017 2:46:57 PM,21.84986,0,5.909576,0
10/28/2017 2:46:58 PM,24.24086,1.954829,5.865922,0
10/28/2017 2:46:59 PM,30.06421,32.46511,38.35252,0
10/28/2017 2:47:00 PM,6.242109,0,1.96701,0
10/28/2017 2:47:01 PM,5.195363,0,1.958664,0
10/28/2017 2:47:02 PM,0,0,1.96922,0
10/28/2017 2:47:03 PM,0,0,0,0
10/28/2017 2:47:04 PM,7.767583,0,5.89883,0
10/28/2017 2:47:05 PM,0.7791761,0,1.971956,0
10/28/2017 2:47:06 PM,0.3552626,0,1.961679,0
10/28/2017 2:47:07 PM,0,0,0,0
10/28/2017 2:47:09 PM,3.08612,0,1.984492,0
10/28/2017 2:47:10 PM,23.06456,2.954473,10.83659,0
10/28/2017 2:47:11 PM,16.15746,0,0,0
10/28/2017 2:47:12 PM,18.46692,0,3.937175,0
10/28/2017 2:47:13 PM,1.536532,0,50.2155,0
10/28/2017 2:47:14 PM,76.79138,0.9897078,66.33447,0
10/28/2017 2:47:15 PM,89.95419,7.914123,62.33072,0
10/28/2017 2:47:16 PM,100,78.64985,218.227,0
10/28/2017 2:47:17 PM,100,12.54172,70.42631,0
10/28/2017 2:47:18 PM,100,0,5.965894,0
10/28/2017 2:47:19 PM,100,0,0,0
10/28/2017 2:47:20 PM,100,2.973766,10.90595,0
10/28/2017 2:47:21 PM,100,0,6.925579,0
10/28/2017 2:47:22 PM,100,0,1.98913,0
10/28/2017 2:47:23 PM,100,0,1.981182,0
10/28/2017 2:47:24 PM,100,6.914053,1.942706,0
10/28/2017 2:47:25 PM,100,9.753631,4.959172,0
10/28/2017 2:47:26 PM,100,19.56591,0,0
10/28/2017 2:47:27 PM,100,9.656036,2.634345,0
10/28/2017 2:47:28 PM,100,24.61806,1.969694,0
10/28/2017 2:47:29 PM,100,16.6371,1.957252,0
10/28/2017 2:47:30 PM,100,39.10139,4.888049,0
10/28/2017 2:47:31 PM,100,1.97387,0,0
10/28/2017 2:47:32 PM,100,0.8940951,57.23137,0
10/28/2017 2:47:33 PM,100,38.87473,1.896536,0
10/28/2017 2:47:34 PM,100,0.8691198,2.554718,0
10/28/2017 2:47:35 PM,100,0,2.73757,0
10/28/2017 2:47:36 PM,100,0,2.937505,0
10/28/2017 2:47:38 PM,100,0,22.38556,0
10/28/2017 2:47:39 PM,100,1.986095,77.4492,0
10/28/2017 2:47:40 PM,69.90792,5.92224,4.935938,0
10/28/2017 2:47:41 PM,60.77082,13.78065,11.81203,0
10/28/2017 2:47:42 PM,64.6152,2.951405,1.967211,0
10/28/2017 2:47:43 PM,58.46184,93.71076,21.70568,0
10/28/2017 2:47:44 PM,83.09792,25.9527,7.159307,0
10/28/2017 2:47:45 PM,100,5.935188,8.900258,0
10/28/2017 2:47:46 PM,100,9.326802,1.332648,0
10/28/2017 2:47:48 PM,100,28.73077,2.268143,0
10/28/2017 2:47:49 PM,84.40329,1.814907,8.167429,0
10/28/2017 2:47:50 PM,93.1369,0,0.7321359,0
10/28/2017 2:47:51 PM,75.4103,2.697505,3.596803,0
10/28/2017 2:47:52 PM,74.24538,0.9157637,5.49457,0
10/28/2017 2:47:53 PM,78.86469,1.862843,1.862448,0
10/28/2017 2:47:54 PM,100,2.835088,1.89018,0
10/28/2017 2:47:55 PM,90.56033,1.863915,2.795887,0
10/28/2017 2:47:56 PM,99.2378,1.949534,25.34715,0
10/28/2017 2:47:57 PM,53.90263,0,3.933252,0
10/28/2017 2:47:58 PM,61.47906,2.957326,4.93187,0
10/28/2017 2:47:59 PM,49.62675,1.983804,1.983189,0
10/28/2017 2:48:00 PM,30.14298,0,63.6416,0
10/28/2017 2:48:01 PM,17.68393,0,2.981214,0
10/28/2017 2:48:02 PM,35.51642,0,1.987195,0
10/28/2017 2:48:03 PM,25.58123,0,0,0
10/28/2017 2:48:04 PM,32.38894,0,2.976241,0
10/28/2017 2:48:06 PM,39.96194,1.943403,3.89293,0
10/28/2017 2:48:07 PM,45.492,0,1.940826,0
10/28/2017 2:48:08 PM,36.47861,0.9916276,0,0
10/28/2017 2:48:09 PM,48.11625,0.9912871,2.973662,0
10/28/2017 2:48:10 PM,72.84636,2.978977,6.951933,0
10/28/2017 2:48:11 PM,24.81736,0.9922452,1.984572,0
10/28/2017 2:48:12 PM,25.58125,0,1.983172,0
10/28/2017 2:48:13 PM,34.16767,0,2.97342,0
10/28/2017 2:48:14 PM,74.71461,74.72319,1.660547,0
10/28/2017 2:48:15 PM,100,22.60408,3.477277,0
10/28/2017 2:48:16 PM,91.10532,65.21811,0,0
10/28/2017 2:48:17 PM,100,0,25.66137,54387.68
10/28/2017 2:48:18 PM,99.30246,0,8.038657,54872.45
10/28/2017 2:48:19 PM,76.43391,5.483005,7.307307,0
10/28/2017 2:48:20 PM,30.15341,0.9934916,8.945778,0
10/28/2017 2:48:21 PM,37.84688,0,0,0
10/28/2017 2:48:22 PM,23.23468,0,2.976919,0
10/28/2017 2:48:23 PM,35.88895,0,1.977002,0
10/28/2017 2:48:24 PM,44.42513,7.904528,2.950052,0
10/28/2017 2:48:25 PM,73.00728,0,1.983067,0
10/28/2017 2:48:26 PM,64.61472,1.966475,2.949027,0
10/28/2017 2:48:27 PM,40.69574,2.963693,2.96418,0
10/28/2017 2:48:28 PM,23.88904,0,1.988346,0
10/28/2017 2:48:29 PM,24.5943,2.985498,1.99021,0
10/28/2017 2:48:30 PM,42.55311,2.980772,9.935725,0
10/28/2017 2:48:31 PM,30.19297,0,1.982669,0
10/28/2017 2:48:33 PM,39.06773,0,17.79324,0
10/28/2017 2:48:34 PM,31.72138,8.934606,1.9853,0
10/28/2017 2:48:35 PM,46.55394,0,1.983083,0
10/28/2017 2:48:36 PM,31.22145,0,3.95998,0
10/28/2017 2:48:37 PM,46.57239,0,0,0
10/28/2017 2:48:38 PM,36.40914,0,2.944983,0
10/28/2017 2:48:39 PM,46.58327,0,5.943973,1013.742
10/28/2017 2:48:40 PM,30.44604,0,5.927433,0
10/28/2017 2:48:41 PM,52.24721,2.962096,8.88633,0
10/28/2017 2:48:42 PM,23.97811,0,1.966333,0
10/28/2017 2:48:43 PM,24.69487,0,3.972658,0
10/28/2017 2:48:44 PM,27.27613,1.961114,1.961205,0
10/28/2017 2:48:45 PM,26.96965,0,1.987432,0
10/28/2017 2:48:46 PM,36.47323,0,4.959711,0
10/28/2017 2:48:47 PM,30.26534,0.9915311,1.98302,0
10/28/2017 2:48:48 PM,42.78506,0,1.980635,0
10/28/2017 2:48:49 PM,41.20114,0.9896995,0,0
10/28/2017 2:48:50 PM,85.25942,2.979024,101.3341,0
10/28/2017 2:48:51 PM,72.56097,4.880921,40.01983,0
10/28/2017 2:48:52 PM,98.46513,19.6509,18.67008,0
10/28/2017 2:48:53 PM,27.79557,0,0,0
10/28/2017 2:48:54 PM,3.238638,1.981734,1.981755,0
10/28/2017 2:48:55 PM,41.14056,212.178,1.982653,0
10/28/2017 2:48:56 PM,52.62938,205.7932,5.965908,0
10/28/2017 2:48:57 PM,58.02148,207.0077,4.976293,0
10/28/2017 2:48:58 PM,45.86368,31.68247,5.940356,0
10/28/2017 2:48:59 PM,54.36266,16.6932,3.927116,0
10/28/2017 2:49:00 PM,46.43846,84.5546,1.958171,0
10/28/2017 2:49:01 PM,53.50505,23.49835,2.950146,0
10/28/2017 2:49:02 PM,79.88864,28.73014,8.916454,0
10/28/2017 2:49:03 PM,66.8251,27.00857,1.929101,0
10/28/2017 2:49:04 PM,5.374488,0.9850448,0,0
10/28/2017 2:49:05 PM,46.92067,136.8547,6.891369,0
10/28/2017 2:49:06 PM,35.56351,26.51151,52.03865,0
10/28/2017 2:49:07 PM,38.39613,33.99406,4.593693,0
10/28/2017 2:49:08 PM,97.26049,22.98793,3.536901,0
10/28/2017 2:49:09 PM,53.84287,0,0,0
10/28/2017 2:49:10 PM,30.72378,448.8678,1.968294,0
10/28/2017 2:49:11 PM,39.79697,362.8983,7.911454,0
10/28/2017 2:49:12 PM,61.01872,321.9057,16.63647,0
10/28/2017 2:49:13 PM,41.53845,374.0257,51.17284,0
10/28/2017 2:49:14 PM,37.69547,500.2736,33.48862,0
10/28/2017 2:49:15 PM,35.32898,700.4681,3.555588,0
10/28/2017 2:49:16 PM,40.93212,411.6778,3.930053,0
10/28/2017 2:49:17 PM,46.92249,54.09346,0,0
10/28/2017 2:49:18 PM,64.49259,11.01935,359.9379,0
10/28/2017 2:49:20 PM,49.3334,36.2171,9.789383,0
10/28/2017 2:49:21 PM,50.68032,108.5341,13.81141,0
10/28/2017 2:49:22 PM,56.92298,52.18921,0,0
10/28/2017 2:49:23 PM,82.08933,165.5292,48.23837,0
10/28/2017 2:49:24 PM,56.0629,23.47898,1.956604,0
10/28/2017 2:49:25 PM,8.471641,0,1.971334,0
10/28/2017 2:49:26 PM,9.567768,0.9891556,2.967524,0
10/28/2017 2:49:27 PM,1.545422,0,1.969894,0
10/28/2017 2:49:28 PM,7.807718,0,3.93307,0
10/28/2017 2:49:29 PM,0,0,1.983826,0
10/28/2017 2:49:30 PM,11.53338,0,0,0
10/28/2017 2:49:31 PM,10.84982,0,3.968635,0
10/28/2017 2:49:32 PM,15.38311,0,2.950844,0
10/28/2017 2:49:33 PM,2.636468,1.980031,5.940482,0
10/28/2017 2:49:34 PM,18.45803,0.9848363,1.96852,0
10/28/2017 2:49:35 PM,73.07471,182.1681,5.911439,0
10/28/2017 2:49:36 PM,59.9982,151.4904,4.91772,0
10/28/2017 2:49:37 PM,67.69235,129.8738,1.968103,0
10/28/2017 2:49:38 PM,53.12231,321.9987,0,0
10/28/2017 2:49:39 PM,60.76674,5.909977,20.70074,0
10/28/2017 2:49:40 PM,72.30688,97.52529,3.940447,0
10/28/2017 2:49:41 PM,74.40416,196.5687,3.965377,0
10/28/2017 2:49:42 PM,66.67901,123.9921,0,0
10/28/2017 2:49:43 PM,78.53062,27.47371,10.79788,0
10/28/2017 2:49:44 PM,91.53598,50.2288,12.80314,0
10/28/2017 2:49:45 PM,97.67305,17.87132,0,0
10/28/2017 2:49:46 PM,100,39.80926,4.779258,0
10/28/2017 2:49:47 PM,99.22418,37.73302,3.971989,0
10/28/2017 2:49:48 PM,100,6.832613,1.952116,0
10/28/2017 2:49:49 PM,99.23148,19.50895,2.925612,0
10/28/2017 2:49:50 PM,100,12.7341,3.917697,0
10/28/2017 2:49:51 PM,71.53852,20.49945,3.906356,0
10/28/2017 2:49:52 PM,69.69688,11.77082,2.942544,0
10/28/2017 2:49:53 PM,76.15402,18.70176,3.937185,0
10/28/2017 2:49:54 PM,79.99994,4.925879,5.911298,0
10/28/2017 2:49:55 PM,76.92303,4.921992,40.35876,0
10/28/2017 2:49:56 PM,64.6167,8.863967,6.894712,0
10/28/2017 2:49:57 PM,80.44061,9.215139,1.842968,0
10/28/2017 2:49:58 PM,61.9295,1.921994,0,0
10/28/2017 2:49:59 PM,47.72713,0,1.952163,0
10/28/2017 2:50:00 PM,76.13658,119.2202,14.89435,0
10/28/2017 2:50:02 PM,57.69415,170.2035,37.40331,0
10/28/2017 2:50:03 PM,54.61361,56.14196,3.940129,0
10/28/2017 2:50:04 PM,81.56908,38.3162,5.8943,0
10/28/2017 2:50:05 PM,72.5724,87.87833,9.765332,0
10/28/2017 2:50:06 PM,95.38443,26.57145,3.93619,0
10/28/2017 2:50:07 PM,86.18015,36.34852,0,0
10/28/2017 2:50:08 PM,76.97197,32.45136,1.967559,0
10/28/2017 2:50:09 PM,9.995295,3.883872,2.911639,0
10/28/2017 2:50:10 PM,68.82403,36.51587,0,0
10/28/2017 2:50:11 PM,27.70321,0,3.937829,0
10/28/2017 2:50:12 PM,6.499255,0,21.5902,0
10/28/2017 2:50:13 PM,2.308962,0,2.954373,0
10/28/2017 2:50:14 PM,2.306019,0,1.969079,0
10/28/2017 2:50:15 PM,15.34523,2.928223,7.808411,0
10/28/2017 2:50:16 PM,11.54698,0.9846752,6.893105,0
10/28/2017 2:50:17 PM,53.83785,5.906974,1.96835,0
10/28/2017 2:50:18 PM,70.73877,1.962613,0,0
10/28/2017 2:50:19 PM,90.14517,0,1.926177,0
10/28/2017 2:50:20 PM,60.68699,0,1.958541,0
10/28/2017 2:50:21 PM,96.21465,3.835031,3.834929,0
10/28/2017 2:50:22 PM,78.10074,4.878829,0,0
10/28/2017 2:50:23 PM,20.92325,0,1.965937,0
10/28/2017 2:50:24 PM,0.9995972,0,1.982385,0
10/28/2017 2:50:25 PM,15.70824,2.939348,6.857552,0
10/28/2017 2:50:26 PM,16.94395,0,2.955615,0
10/28/2017 2:50:27 PM,3.825681,0,3.941474,0
10/28/2017 2:50:28 PM,1.21522,0,17.59332,0
10/28/2017 2:50:29 PM,1.541884,0,1.974707,0
10/28/2017 2:50:30 PM,14.61349,65.94675,1.968596,0
10/28/2017 2:50:31 PM,0,0,4.925321,0
10/28/2017 2:50:32 PM,0.342278,0,1.961366,0
10/28/2017 2:50:33 PM,0,0,1.970037,0
10/28/2017 2:50:34 PM,0,0,0,0
10/28/2017 2:50:35 PM,8.231143,1.95622,5.87435,0
10/28/2017 2:50:36 PM,3.848312,0.985558,4.927567,0
10/28/2017 2:50:37 PM,0.0145505,0,1.969988,0
10/28/2017 2:50:38 PM,6.154049,0,0,0
10/28/2017 2:50:39 PM,8.034902,7.917221,1.97928,0
10/28/2017 2:50:40 PM,13.42962,0,1.903459,0
10/28/2017 2:50:41 PM,68.98224,8.744134,3.88671,0
10/28/2017 2:50:42 PM,12.75573,0,0,0
10/28/2017 2:50:43 PM,63.491,2.92207,1.948232,0
10/28/2017 2:50:44 PM,77.79476,17.63918,15.67658,0
10/28/2017 2:50:45 PM,86.94399,4.91467,4.915795,0
10/28/2017 2:50:46 PM,83.87366,0.9828689,4.911703,0
10/28/2017 2:50:48 PM,37.34033,0,1.892912,0
10/28/2017 2:50:49 PM,31.74302,3.87813,1.939261,0
10/28/2017 2:50:50 PM,0.001368597,0,1.968573,0
10/28/2017 2:50:51 PM,3.100976,3.935378,0.9841502,0
10/28/2017 2:50:52 PM,76.98277,0,2.946984,0
10/28/2017 2:50:53 PM,66.70706,17.84638,2.973359,0
10/28/2017 2:50:54 PM,15.00418,0,1.95948,0
10/28/2017 2:50:55 PM,38.45619,1.962857,0,0
10/28/2017 2:50:56 PM,32.3492,0,2.961786,0
10/28/2017 2:50:57 PM,92.27729,3.942133,10.83977,0
10/28/2017 2:50:58 PM,96.15624,0.9869602,4.935791,0
10/28/2017 2:50:59 PM,85.28111,0,0,0
10/28/2017 2:51:00 PM,3.446273,0,2.94318,0
10/28/2017 2:51:01 PM,35.46116,0,19.61426,0
10/28/2017 2:51:02 PM,42.95756,0,1.952986,0
10/28/2017 2:51:03 PM,36.9219,61.04105,0,0
10/28/2017 2:51:04 PM,63.84584,36.43259,1.969301,0
10/28/2017 2:51:05 PM,13.84863,5.908098,1.969236,0
10/28/2017 2:51:06 PM,29.23837,0,2.954199,0
10/28/2017 2:51:07 PM,19.99015,27.55344,6.888937,0
10/28/2017 2:51:08 PM,70.45431,9.603344,3.84106,0
10/28/2017 2:51:09 PM,35.75528,3.945383,4.930878,0
10/28/2017 2:51:10 PM,28.47314,0,1.973331,0
10/28/2017 2:51:11 PM,11.52365,0,2.956755,0
10/28/2017 2:51:12 PM,1.070532,0,1.963326,0
10/28/2017 2:51:13 PM,5.379817,0,2.953839,0
10/28/2017 2:51:14 PM,9.085302,14.5467,1.939315,0
10/28/2017 2:51:15 PM,4.620982,0.9842497,0,0
10/28/2017 2:51:16 PM,4.62808,0,3.92961,0
10/28/2017 2:51:17 PM,5.368319,0,18.75907,0
10/28/2017 2:51:18 PM,22.30955,5.904737,6.887068,0
10/28/2017 2:51:19 PM,6.151804,0,0,0
10/28/2017 2:51:20 PM,16.92295,0.9851213,1.970186,0
10/28/2017 2:51:21 PM,8.075168,5.883472,5.884106,0
10/28/2017 2:51:22 PM,7.161238,0,0,0
10/28/2017 2:51:23 PM,0,0,1.96921,0
10/28/2017 2:51:24 PM,7.705076,0,1.969076,0
10/28/2017 2:51:25 PM,14.6035,0,1.968677,0
10/28/2017 2:51:26 PM,12.70027,0,1.960803,0
10/28/2017 2:51:27 PM,0,0,5.909211,0
10/28/2017 2:51:28 PM,10.77026,2.954395,8.863441,0
10/28/2017 2:51:29 PM,0.3588699,0,1.960552,0
10/28/2017 2:51:30 PM,0,0,0,0
10/28/2017 2:51:31 PM,0.007256089,0,4.919028,0
10/28/2017 2:51:32 PM,0,0,1.970733,0
10/28/2017 2:51:33 PM,0.01551513,0,16.72824,0
10/28/2017 2:51:34 PM,4.628531,0,0,0
10/28/2017 2:51:35 PM,5.371366,0.9845431,3.938248,0
10/28/2017 2:51:36 PM,13.39727,0,4.880447,0
10/28/2017 2:51:37 PM,19.40462,0,1.942835,0
10/28/2017 2:51:38 PM,38.45734,6.941673,5.950451,0
10/28/2017 2:51:39 PM,70.48647,0,1.988119,0
10/28/2017 2:51:40 PM,87.29041,0.9451802,3.7802,0
10/28/2017 2:51:42 PM,97.94519,0,2.653404,0
10/28/2017 2:51:43 PM,98.6842,0,1.683585,0
10/28/2017 2:51:44 PM,96.16622,0,0,0
10/28/2017 2:51:45 PM,96.15381,0,1.96987,0
10/28/2017 2:51:46 PM,100,0.9853272,4.947178,0
10/28/2017 2:51:47 PM,95.38467,0,0,0
10/28/2017 2:51:48 PM,42.00078,0,1.978952,0
10/28/2017 2:51:49 PM,89.99911,1.950079,6.826065,0
10/28/2017 2:51:50 PM,93.87541,1.980246,9.901148,0
10/28/2017 2:51:51 PM,96.26866,0,2.845731,0
10/28/2017 2:51:52 PM,98.50749,0.9573854,3.827704,0
10/28/2017 2:51:53 PM,100,5.91894,1.973751,0
10/28/2017 2:51:54 PM,90.76908,0,1.965587,0
10/28/2017 2:51:55 PM,93.84618,0.9887622,0,0
10/28/2017 2:51:56 PM,97.72726,0.9632218,3.853561,0
10/28/2017 2:51:57 PM,98.46155,0,4.929982,0
10/28/2017 2:51:58 PM,99.29577,0,3.579258,0
10/28/2017 2:51:59 PM,100,2.838408,3.784666,0
10/28/2017 2:52:00 PM,100,0,1.929678,0
10/28/2017 2:52:01 PM,100,0,5.891618,0
10/28/2017 2:52:02 PM,97.76118,0.9542011,2.863678,0
10/28/2017 2:52:03 PM,94.20296,0,0,0
10/28/2017 2:52:04 PM,97.72726,0.975594,3.903191,0
10/28/2017 2:52:05 PM,98.48485,2.914512,1.943116,0
10/28/2017 2:52:07 PM,98.46155,5.870522,16.63178,0
10/28/2017 2:52:08 PM,63.27271,0,0,0
10/28/2017 2:52:09 PM,0,0,2.9536,0
10/28/2017 2:52:10 PM,66.92165,0,1.967651,0
10/28/2017 2:52:11 PM,91.53852,0,1.962675,0
10/28/2017 2:52:12 PM,94.99997,0,4.56521,0
10/28/2017 2:52:13 PM,96.35122,1.879394,6.575742,0
10/28/2017 2:52:14 PM,100,0,1.718735,0
10/28/2017 2:52:15 PM,100,0.9569774,2.872701,0
10/28/2017 2:52:16 PM,100,0.9258589,4.628856,0
10/28/2017 2:52:17 PM,99.29577,0,0,0
10/28/2017 2:52:18 PM,99.27536,0.9276697,1.855007,0
10/28/2017 2:52:19 PM,16.75509,0.977219,1.95463,0
10/28/2017 2:52:20 PM,33.07565,0,1.963229,0
10/28/2017 2:52:21 PM,93.84608,0.9856125,5.914276,0
10/28/2017 2:52:22 PM,41.74933,0,1.938048,0
10/28/2017 2:52:23 PM,67.91847,0.9790416,16.64246,0
10/28/2017 2:52:24 PM,59.65501,1.845664,5.536364,0
10/28/2017 2:52:25 PM,86.18306,1.962382,0,0
10/28/2017 2:52:27 PM,100,1.7109,5.986339,0
10/28/2017 2:52:28 PM,100,10.23263,5.492517,0
10/28/2017 2:52:29 PM,100,0,1.941946,0
10/28/2017 2:52:30 PM,46.48025,0,1.807866,0
10/28/2017 2:52:31 PM,24.65576,0,3.464995,0
10/28/2017 2:52:32 PM,100,0.8003213,0.8002815,0
10/28/2017 2:52:34 PM,100,0,3.030318,0
10/28/2017 2:52:35 PM,100,2.648453,1.765658,0
10/28/2017 2:52:36 PM,100,1.56159,7.027128,0
10/28/2017 2:52:37 PM,100,2.708988,1.805978,0
10/28/2017 2:52:38 PM,100,13.87025,4.953264,0
10/28/2017 2:52:39 PM,96.32104,2.830467,0,0
10/28/2017 2:52:40 PM,56.56522,0,27.09791,0
10/28/2017 2:52:41 PM,37.28428,0,4.930153,0
10/28/2017 2:52:42 PM,0.01229633,0,1.969639,0
10/28/2017 2:52:43 PM,0.001073219,0,0,0
10/28/2017 2:52:44 PM,13.74514,0,1.927263,0
10/28/2017 2:52:45 PM,68.61185,0,1.969838,0
10/28/2017 2:52:46 PM,0,0,2.953584,0
10/28/2017 2:52:47 PM,0.103779,0,0,0
10/28/2017 2:52:49 PM,52.97549,2.840202,7.560469,0
10/28/2017 2:52:50 PM,98.47173,34.26044,36.28038,0
10/28/2017 2:52:51 PM,53.14174,1.951628,3.9041,0
10/28/2017 2:52:52 PM,59.54056,0.8403484,2.52106,0
10/28/2017 2:52:53 PM,100,0,9.638678,39479.94
10/28/2017 2:52:55 PM,100,0.6989529,2.795728,0
10/28/2017 2:52:56 PM,100,0.7958817,3.979544,0
10/28/2017 2:52:57 PM,67.55972,0.9893683,36.60653,0
10/28/2017 2:52:58 PM,24.60577,0,3.911601,0
10/28/2017 2:52:59 PM,33.08771,1.887745,6.606043,0
10/28/2017 2:53:00 PM,75.38447,0.9887218,1.97762,0
10/28/2017 2:53:01 PM,32.57573,0,4.850974,0
